"Source","Target","weight"
"University of Toronto","Ontario Agency for Health Protection and Promotion",12
"University of Toronto","Lanxess Inc.",2
"University of Toronto","McMillan-McGee Corp.",3
"University of Toronto","Golder Associates Ltd (CAN)",7
"University of Toronto","Aereus Wood Inc.",2
"University of Toronto","Maintenance Assistant Inc.",1
"University of Toronto","OPAL-RT Technologies Inc.",3
"University of Toronto","UniversitÃ du QuÃbec â¡ Trois-RiviÃres",453
"University of Toronto","Kalgene Pharmaceuticals Inc.",6
"University of Toronto","Novelis Inc.",8
"University of Toronto","Bank of Canada",6
"University of Toronto","AMEC Earth & Environmental",2
"University of Toronto","CH2M HILL Canada Limited",3
"University of Toronto","Geosyntec Consultants International Inc.",5
"University of Toronto","Dow Chemical Canada Inc.",4
"University of Toronto","Dr. Robot Inc.",1
"University of Toronto","MDS Analytical Technologies",1
"University of Toronto","The Shipping Federation of Canada",3
"University of Toronto","BC Ministry of Environment",3
"University of Toronto","Ontario Federation of Anglers and Hunters",3
"University of Toronto","Process Research ORTECH Inc.",5
"University of Toronto","Cancer Care Ontario",8
"University of Toronto","Elisabeth BruyÃre Hospital",20
"University of Toronto","Northern Telecom (US)",21
"University of Toronto","Emergis",18
"University of Toronto","HInext",20
"University of Toronto","ParaMed Home Health Care",12
"University of Toronto","Alberta Health Services",18
"University of Toronto","TELUS Health Solutions",18
"University of Toronto","Calgary Health Region",18
"University of Toronto","Research in Motion Limited",39
"University of Toronto","Sunnybrook Health Sciences Centre",12
"University of Toronto","Nu-Air Ventilation Systems Inc.",1
"University of Toronto","DNP Canada Inc.",6
"University of Toronto","BioAmber Inc.",2
"University of Toronto","Xstrata Nickel",4
"University of Toronto","Digital Specialty Chemicals Ltd",5
"University of Toronto","OCE Inc.",53
"University of Toronto","Abitibi-Consolidated Inc.",10
"University of Toronto","Forintek Canada Corp.",10
"University of Toronto","Tembec Inc.",40
"University of Toronto","Flakeboard Company Ltd.",1
"University of Toronto","Pulp and Paper Research Institute of Canada",5
"University of Toronto","Ultra Electronics Maritime Systems",1
"University of Toronto","Brican Automated Systems Inc.",3
"University of Toronto","BioPhage Pharma Inc",3
"University of Toronto","Parvus Therapeutics Inc.",3
"University of Toronto","Cytodiagnostics Inc.",6
"University of Toronto","TRCA",6
"University of Toronto","ArcelorMittal",1
"University of Toronto","UniversitÃ© de Sherbrooke",2
"University of Toronto","Stackpole Ltd",1
"University of Toronto","Syngrafii Corporation",2
"University of Toronto","Enbridge Consumers Gas",1
"University of Toronto","Weyerhaeuser Company",6
"University of Toronto","Lignol Innovations Corp.",5
"University of Toronto","Saint Mary's University",88
"University of Toronto","Allanson International Inc.",1
"University of Toronto","Associated Engineering Alberta Ltd",1
"University of Toronto","DVS Sciences Inc.",9
"University of Toronto","Boehringer Ingelheim (Canada) Ltd",4
"University of Toronto","MaRS Innovation",12
"University of Toronto","Sigma-Aldrich Corp.",4
"University of Toronto","Northwest Mettech Corp",5
"University of Toronto","FUJIFILM Dimatix, Inc.",2
"University of Toronto","Toxin Alert Inc.",2
"University of Toronto","Ahlstrom Corporation",2
"University of Toronto","Warnex Inc.",2
"University of Toronto","Buckman Laboratories International Inc.",2
"University of Toronto","Phoenix Bio-Tech Corp.",2
"University of Toronto","Sun Chemical Corporation",8
"University of Toronto","Centre for Materials and Manufacturing",2
"University of Toronto","Domtar Inc.",2
"University of Toronto","Stora Enso North America",2
"University of Toronto","MPB Communications Inc.",2
"University of Toronto","Schlumberger Canada Limited",3
"University of Toronto","NWT Environment and Natural Resources",1
"University of Toronto","Huawei Technologies Canada",2
"University of Toronto","Trojan Technologies Inc.",12
"University of Toronto","UniversitÃ© du QuÃ©bec Ã  MontrÃ©al",3
"University of Toronto","Philom Bios Inc.",4
"University of Toronto","Syngenta Biotechnology Inc.",4
"University of Toronto","BIOCAP Canada Foundation",4
"University of Toronto","Environment Canada",47
"University of Toronto","International Rice Research Institute",4
"University of Toronto","Agriculture and Agri-Food Canada",34
"University of Toronto","Royal Veterinary and Agricultural University",4
"University of Toronto","Reductase Consortium",4
"University of Toronto","Nova Scotia Agricultural College",7
"University of Toronto","Merck Frosst Canada Ltd",4
"University of Toronto","Vicicog",5
"University of Toronto","Wind Energy Institute of Canada",7
"University of Toronto","Earthwall Inc.",1
"University of Toronto","Siltech Corporation",11
"University of Toronto","Bloorview Kids Rehab",4
"University of Toronto","CEMATRIX (Canada) Inc.",1
"University of Toronto","Hitachi High-Technologies Canada Inc.",2
"University of Toronto","Xogen Technologies Inc",4
"University of Toronto","Raytheon Canada  Ltd",2
"University of Toronto","Quanser Inc.",6
"University of Toronto","Canadian Solar Solutions Inc.",4
"University of Toronto","Thermal Electronics Corp.",4
"University of Toronto","Martin Roy et AssociÃs",4
"University of Toronto","Pageau Morel & associÃs Inc.",4
"University of Toronto","Halsall Associates Limited",4
"University of Toronto","SaskEnergy Inc.",4
"University of Toronto","Saskatchewan Research Council",7
"University of Toronto","Pivotry Consulting Group Inc.",4
"University of Toronto","City of Saskatoon",4
"University of Toronto","Kott Group",4
"University of Toronto","Gaz MÃtropolitain Inc.",4
"University of Toronto","Venmar CES Inc.",4
"University of Toronto","Alouette Homes",4
"University of Toronto","New Brunswick Innovation Foundation",3
"University of Toronto","UniversitÃ de Moncton",10
"University of Toronto","Ultrasonix Medical Corporation",4
"University of Toronto","Alumni Design (Quiver Bicycles)",2
"University of Toronto","Engineering Services Inc.",2
"University of Toronto","Medtrode Inc",6
"University of Toronto","Elcan Optical Technologies",4
"University of Toronto","Teraxion Inc.",4
"University of Toronto","FiberTech Optica Inc.",4
"University of Toronto","Genia Photonics Inc.",3
"University of Toronto","Calgon Carbon Corporation",4
"University of Toronto","Peterborough Utilities Services Inc.",7
"University of Toronto","Town of Parry Sound",4
"University of Toronto","Pathogen Detection Systems Inc.",4
"University of Toronto","Hydromantis Inc.",10
"University of Toronto","The Regional Municipality of Halton",6
"University of Toronto","Environmental Biodetection Products Inc.",4
"University of Toronto","GE Zenon ULC",4
"University of Toronto","Boise Corporate",15
"University of Toronto","AV Nackawic Inc",9
"University of Toronto","Babcock and Wilcox Ltd",9
"University of Toronto","Clyde Bergemann Canada",9
"University of Toronto","ERCO Worldwide",9
"University of Toronto","Irving Pulp and Paper Ltd",9
"University of Toronto","Tolko Industries Ltd",9
"University of Toronto","Daishowa-Marubeni International Ltd",9
"University of Toronto","Semtech Canada Inc.",1
"University of Toronto","Centre de recherche universitÃ Laval Robert-Giffard",36
"University of Toronto","BC Cancer Research Centre",60
"University of Toronto","Regional Municipality of Durham",2
"University of Toronto","City of Barrie",2
"University of Toronto","Lake Huron and Elgin Area Water Supply Systems",2
"University of Toronto","Regional Municipality of York",3
"University of Toronto","Region of Peel",3
"University of Toronto","GE Water & Process Technologies",2
"University of Toronto","Rimon Therapeutics Ltd",15
"University of Toronto","iCo Therapeutics Inc",9
"University of Toronto","Take Control Cosmedix",9
"University of Toronto","Alimera Sciences",9
"University of Toronto","Ciba Vision",9
"University of Toronto","Fovea Pharmaceuticals SA",9
"University of Toronto","Vista Optics",9
"University of Toronto","Custom Contact Lenses",9
"University of Toronto","Walsh Medical Devices Inc.",9
"University of Toronto","PriaVision",9
"University of Toronto","St. Michael's Hospital",17
"University of Toronto","Angstrom Engineering Inc.",3
"University of Toronto","MacDonald, Dettwiler and Associates Inc.",7
"University of Toronto","Photowatt Technologies Inc",2
"University of Toronto","Rolls-Royce Canada Ltd",9
"University of Toronto","Schaeffers & Associates Consulting Engineers",2
"University of Toronto","Morrison Hershfield Limited",5
"University of Toronto","RAND Worldwide",2
"University of Toronto","Invar Building Corporation",2
"University of Toronto","Stantec Consulting Ltd",5
"University of Toronto","Brown & Co. Engineering Ltd.",2
"University of Toronto","Independent Electricity System Operator",6
"University of Toronto","New Brunswick Power",6
"University of Toronto","Schneider Electric Canada",6
"University of Toronto","Hydro One Networks Inc",10
"University of Toronto","Endurance Windpower Inc.",6
"University of Toronto","Ontario Power Authority",6
"University of Toronto","Cyme International Inc.",6
"University of Toronto","Powertech Labs Inc.",6
"University of Toronto","Manitoba HVDC Research Center",6
"University of Toronto","Nebula Manufacturing Inc.",6
"University of Toronto","Ballard Power Systems Inc.",7
"University of Toronto","BC Hydro",7
"University of Toronto","Eion Inc.",6
"University of Toronto","British Columbia Institute of Technology",13
"University of Toronto","Canadian Wood Council",6
"University of Toronto","Acceleware Corp.",1
"University of Toronto","Tissue Regeneration Therapeutics, Inc.",5
"University of Toronto","Celgene Corporation",2
"University of Toronto","Solantro Semiconductor Corp.",1
"University of Toronto","University Network of Excellence in Nuclear Engineering",3
"University of Toronto","Bruce Power",3
"University of Toronto","Not Indicated",1
"University of Toronto","Northeast Superior Forest Community Corporation",1
"University of Toronto","Bioniche Life Sciences Inc.",1
"University of Toronto","Xilinx Inc. (CAN)",2
"University of Toronto","Westport Power Inc.",4
"University of Toronto","CHUL Research Center",9
"University of Toronto","Government of Nunavut",3
"University of Toronto","Government of Northwest Territories",5
"University of Toronto","Canadian Heritage",3
"University of Toronto","Centre Hospitalier Universitaire de QuÃbec",3
"University of Toronto","Geological Survey of Canada",3
"University of Toronto","Canadian Museum of Nature",10
"University of Toronto","Alberta Research Council",25
"University of Toronto","Bruker BioSpin Ltd.",10
"University of Toronto","Ãcole de technologie supÃ©rieure",1
"University of Toronto","Inocybe Technologies Inc",1
"University of Toronto","PROMPT- Quebec",1
"University of Toronto","Axela Biosensors Inc.",9
"University of Toronto","Pinchin Environmental Ltd.",1
"University of Toronto","Gelda Scientific and Industrial Development Corporation",5
"University of Toronto","Weetabix of Canada Ltd",5
"University of Toronto","Micronutrient Initiative",5
"University of Toronto","Hermann Laue Spice Company Inc.",8
"University of Toronto","Partenaris Inc",5
"University of Toronto","Sensory Threshold",3
"University of Toronto","Infonaut Inc.",3
"University of Toronto","The Corporation of the Town of Markham",3
"University of Toronto","Advanced Foods & Materials Network",3
"University of Toronto","MEMOTEXT Corporation",3
"University of Toronto","GoodWindWater Enterprises Ltd",2
"University of Toronto","Centre for Effective Practice",3
"University of Toronto","gDial Inc.",4
"University of Toronto","LAMP Community Health Centre",3
"University of Toronto","Lawson Health Research Institute",27
"University of Toronto","Mount Sinai Hospital",67
"University of Toronto","Princess Margaret Hospital",5
"University of Toronto","2008750 Ontario Ltd",2
"University of Toronto","Komodo OpenLab Inc.",2
"University of Toronto","Mill Pond Cannery and Preserves Company",3
"University of Toronto","Origin Retirement Communities Inc.",3
"University of Toronto","Clinical Orthotic Consultants Inc.",3
"University of Toronto","Ross + Doell Inc.",3
"University of Toronto","Canadian Diabetes Association",2
"University of Toronto","Saint Elizabeth Health Care",3
"University of Toronto","Ocorant Inc.",3
"University of Toronto","Tenet Computer Group Inc.",3
"University of Toronto","Pure Fun Confections Inc.",3
"University of Toronto","Solutions Infection Control Working Group",3
"University of Toronto","Theralase Technologies Inc.",2
"University of Toronto","George Brown College of Applied Arts and Technology",3
"University of Toronto","EnSi Solutions Inc.",2
"University of Toronto","1-Material",2
"University of Toronto","Syngenta Crop Protection (Canada) Inc.",6
"University of Toronto","Ultra Electronics TCS",2
"University of Toronto","Seeds of Diversity",3
"University of Toronto","Greenway Blooming Centre",3
"University of Toronto","Royal Botanical Gardens",3
"University of Toronto","David Suzuki Foundation",3
"University of Toronto","Environmental Design Collaborative",3
"University of Toronto","Saskatchewan Alfalfa Seed Producers Association",3
"University of Toronto","Barrow Neurological Institute",5
"University of Toronto","Malina Software Corporation",7
"University of Toronto","Centre de recherche informatique de MontrÃal",14
"University of Toronto","Alcatel-Lucent Bell-Labs",8
"University of Toronto","Canadian Centre for DNA Barcoding",2
"University of Toronto","Government of Newfoundland & Labrador",2
"University of Toronto","Sahtu Renewable Resources Board",2
"University of Toronto","Kugluktuk Angoniatit Association",2
"University of Toronto","Haliburton Forest and Wildlife Reserve Ltd",16
"University of Toronto","Swissplas Limited",1
"University of Toronto","Art Mould Plastics Ltd",1
"University of Toronto","Telecom Applications Research Alliance",3
"University of Toronto","Communications Security Establishment",17
"University of Toronto","ParetoLogic Inc.",3
"University of Toronto","Trend Micro Inc.",3
"University of Toronto","BC Ministry of Citizen's Services",3
"University of Toronto","CA Canada Inc.",4
"University of Toronto","Third Brigade",3
"University of Toronto","Hitachi Canadian Industries Ltd",1
"University of Toronto","Institute of Particle Physics",13
"University of Toronto","Spongelab Interactive",1
"University of Toronto","Alberta Pacific Forest Industries Inc.",5
"University of Toronto","APEX Composites Inc.",2
"University of Toronto","Global Thermoelectric Inc.",3
"University of Toronto","Shell Canada Ltd",4
"University of Toronto","PC Automax inc.",3
"University of Toronto","Acumentrics Canada Ltd",3
"University of Toronto","Sustainable Energy Technologies",3
"University of Toronto","ATCO Gas",3
"University of Toronto","Versa Power Systems Ltd",3
"University of Toronto","Polycontrols Technologies Inc.",3
"University of Toronto","CHFCA",3
"University of Toronto","Hydrogen & Fuel Cells Canada",3
"University of Toronto","Enbridge Pipelines Inc.",2
"University of Toronto","Alberta Energy Research Institute",3
"University of Toronto","Vale Inco Technical Services Limited",3
"University of Toronto","Xebec Inc",3
"University of Toronto","Enerkem Technologies Inc.",3
"University of Toronto","UniversitÃ© du QuÃ©bec en Abitibi-TÃ©miscamingue",1
"University of Toronto","Ouranos Consortium",2
"University of Toronto","Nexterra Energy Corporation",2
"University of Toronto","Process Simulations Ltd",2
"University of Toronto","Oxalys Pharmaceuticals, Inc.",1
"University of Toronto","LiveRoof Ontario Inc.",2
"University of Toronto","City of London",2
"University of Toronto","Cornerstone Architecture Incorporated",2
"University of Toronto","Eagle Lake Turf Farms Ltd.",2
"University of Toronto","Mizrahi Developments",1
"University of Toronto","S.C. Johnson & Son, Inc.",10
"University of Toronto","Graphic Controls LLC",6
"University of Toronto","Ocean Nutrition Canada Ltd",10
"University of Toronto","BIOX Corporation",13
"University of Toronto","Interface Biologics",1
"University of Toronto","Hunch Manifest Inc",1
"University of Toronto","Acorda Therapeutics Inc.",8
"University of Toronto","Tenova Goodfellow Inc",3
"University of Toronto","Atlantic Hydrogen Inc.",3
"University of Toronto","New Brunswick System Operator",3
"University of Toronto","Manitoba Hydro",9
"University of Toronto","Ministry of Energy and Mines",3
"University of Toronto","SaskPower",3
"University of Toronto","Helimax Energie Inc.",3
"University of Toronto","Garrad Hassan Canada Inc.",3
"University of Toronto","TechnoCentre Ãolien GaspÃsie-les-Åles",3
"University of Toronto","Canadian Wind Energy Association",3
"University of Toronto","Newfoundland and Labrador Hydro",3
"University of Toronto","UniversitÃ du QuÃbec â¡ Chicoutimi",5
"University of Toronto","â¦cole de technologie supÃrieure",13
"University of Toronto","Sentinelle Medical Inc",9
"University of Toronto","Tornado Medical Systems",10
"University of Toronto","Teck Cominco Metals Ltd.",8
"University of Toronto","Enmax Corporation",6
"University of Toronto","Ministry of Defence (UK)",6
"University of Toronto","Jelinek Cork Group",1
"University of Toronto","Southlake Regional Health Centre",14
"University of Toronto","Arup Canada Inc.",2
"University of Toronto","Xerox Research Centre of Canada",7
"University of Toronto","Covalon Technologies Ltd.",4
"University of Toronto","Anemoi Corporation",1
"University of Toronto","GE Healthcare",1
"University of Toronto","Saskatchewan Canola Development Commission",3
"University of Toronto","Sask. Mustard Development Commission",3
"University of Toronto","Whitemud Resources Inc.",3
"University of Toronto","St. Lawrence Cement Inc.",3
"University of Toronto","Side Effects Software",1
"University of Toronto","TinyEYE Technologies",1
"University of Toronto","Terris-Hill Productions Ltd.",1
"University of Toronto","Autodesk Canada Inc",6
"University of Toronto","Alcatel Canada",1
"University of Toronto","Smarter Alloys Inc.",1
"University of Toronto","Verso Furniture Inc.",1
"University of Toronto","Mircom Technologies Ltd",1
"University of Toronto","Econous Systems Inc.",2
"University of Toronto","InteraXon Inc.",2
"University of Toronto","St. Joseph's Healthcare Hamilton",1
"University of Toronto","Safeguard Biosystems, Inc.",1
"University of Toronto","GE Digital Energy",1
"University of Toronto","AEG Power Solutions",8
"University of Toronto","Microbonds Inc.",1
"University of Toronto","Ottawa Health Research Institute",72
"University of Toronto","Robarts Research Institute",24
"University of Toronto","Sunnybrook and Women's College Health Sciences Centre",24
"University of Toronto","British Columbia Cancer Agency",24
"University of Toronto","Kingston Process Metallurgy Inc.",1
"University of Toronto","AutoShare - Car Sharing Network Inc.",1
"University of Toronto","Evraz Inc. NA",1
"University of Toronto","Energent Incorporated",1
"University of Toronto","Intel of Canada Ltd",6
"University of Toronto","Electronic Arts Canada Inc.",6
"University of Toronto","NVIDIA Corporation",6
"University of Toronto","Solar Hydrogen Energy Corporation",1
"University of Toronto","Thales Canada Inc",2
"University of Toronto","Aeryon Labs Inc.",2
"University of Toronto","Kinsol Research Inc.",2
"University of Toronto","Clearpath Robotics Inc.",2
"University of Toronto","Willow Garage Inc.",2
"University of Toronto","Newmont Mining Corporation",2
"University of Toronto","Neptec Design Group Ltd",2
"University of Toronto","BGC Engineering Inc.",2
"University of Toronto","CrossWing Inc.",3
"University of Toronto","Coveright Surfaces Canada Inc.",1
"University of Toronto","Ãcole Polytechnique de MontrÃ©al",2
"University of Toronto","Bayview Flowers (Jordan Station) Ltd.",1
"University of Toronto","Alcoa Canada ltÃe",1
"University of Toronto","SunOpta Inc.",3
"University of Toronto","GreenField Ethanol",9
"University of Toronto","Lallemand Inc.",9
"University of Toronto","MagiQ Technologies Inc.",6
"University of Toronto","Perimeter Institute for Theoretical Physics",6
"University of Toronto","Blake, Cassels & Graydon LLP",6
"University of Toronto","Sun Microsystems Inc.",6
"University of Toronto","GlobeStar Systems",1
"University of Toronto","BC Timber Sales",1
"University of Toronto","BC Ministry of Forests, Lands and Natural Resource Operations",1
"University of Toronto","Soil Engineers Ltd",1
"University of Toronto","AbitibiBowater Inc.",6
"University of Toronto","Bowater Canadian Forest Products Inc.",9
"University of Toronto","Saskatchewan Forest Centre",9
"University of Toronto","Natural Resources",9
"University of Toronto","Association des entrepreneurs en travaux sylvicoles du QuÃbec",9
"University of Toronto","UniversitÃ© de MontrÃ©al",2
"University of Toronto","Centre for Chemical Process Metallurgy",2
"University of Toronto","SAP Canada Inc.",21
"University of Toronto","Fluorinov Pharma Inc.",1
"University of Toronto","CenterLine (Windsor) Ltd.",1
"University of Toronto","Bionym Inc.",1
"University of Toronto","Molo Design Ltd",12
"University of Toronto","Quorum Technologies Inc",2
"University of Toronto","Myers Canada Operations Inc.",2
"University of Toronto","Dalenyi Biosurfaces Inc.",2
"University of Toronto","IVG Fiber Ltd",8
"University of Toronto","Canadian Digital Media Network",1
"University of Toronto","Information Technology Association of Canada",1
"University of Toronto","Crystal Fountains",1
"University of Toronto","GlaxoSmithKline",3
"University of Toronto","Mascoma Canada Inc.",7
"University of Toronto","Canadian Microelectronics Corporation",2
"University of Toronto","Bell Canada Enterprise Inc.",2
"University of Toronto","Honeywell ASCa Inc.",7
"University of Toronto","Cognos Corporation",18
"University of Toronto","Open Text Corp",18
"University of Toronto","Brandimensions Inc.",18
"University of Toronto","iAnywhere Solutions Inc.",18
"University of Toronto","Business Objects Corp.",19
"University of Toronto","Sun Microsystems of Canada Inc.",18
"University of Toronto","Palomino System Innovation Inc.",18
"University of Toronto","Cyrium Technologies Incorporated",3
"University of Toronto","Toronto Electric",1
"University of Toronto","Advanced Measurement & Analysis Group Inc.",2
"University of Toronto","CellScale Biomaterials Testing",1
"University of Toronto","ENBALA Power Networks Inc.",1
"University of Toronto","Lanxess Deutschland GbMH",3
"University of Toronto","HÃpital Maisonneuve-Rosemont",2
"University of Toronto","HEC MontrÃal",352
"University of Toronto","Centre for Addiction and Mental Health",129
"University of Toronto","Hardrock Innovations Inc.",1
"University of Toronto","Eco-Tec Inc.",1
"University of Toronto","Mattson Technology, Inc",2
"University of Toronto","Environ Canada",3
"University of Toronto","UHN Microarray Center",12
"University of Toronto","Abbott Point of Care",12
"University of Toronto","Dalsa Corporation",12
"University of Toronto","Solana Networks Inc.",2
"University of Toronto","Engine Control Systems Limited",4
"University of Toronto","P&P Optica",1
"University of Toronto","SIRADEL",2
"University of Toronto","BLINQ Wireless Inc.",2
"University of Toronto","Winpak Ltd.",1
"University of Toronto","A Lassonde Inc.",1
"University of Toronto","GreenCore",1
"University of Toronto","407 ETR",1
"University of Toronto","SideStix Ventures Inc.",1
"University of Toronto","BASF Canada Ltd.",1
"University of Toronto","Corix Water Systems Inc.",1
"University of Toronto","Nike Bauer Hockey Inc.",1
"University of Toronto","A-Line Precision Tool Ltd",1
"University of Toronto","Vale Exploration Canada Inc",1
"University of Toronto","Anglo American Exploration (Canada) Ltd.",1
"University of Toronto","Nor-west Rotors Ltd",1
"University of Toronto","Minerals and Metals Group",1
"University of Toronto","Westport Innovations Inc.",3
"University of Toronto","Fednav Ltd.",2
"University of Toronto","Ontario Ministry of Transportation",6
"University of Toronto","Ranovus Inc.",1
"University of Toronto","Arkema Canada Inc.",1
"University of Toronto","Howe Sound Pulp and Paper Limited Partnership",1
"University of Toronto","Canadian Forest Products Ltd",1
"University of Toronto","CEATI International Inc",1
"University of Toronto","Westcan Engineering",1
"University of Toronto","Andritz Ltd",1
"University of Toronto","Quesnel River Pulp Company",1
"University of Toronto","Advanced Fiber Technologies Inc",1
"University of Toronto","Catalyst Paper Corporation",1
"University of Toronto","Vector Construction Group",3
"University of Toronto","Pultrall Inc.",3
"University of Toronto","Schoeck Canada Inc.",3
"University of Toronto","Facca Incorporated",3
"University of Toronto","Barrick Gold Corporation",4
"University of Toronto","ABB Inc.",4
"University of Toronto","Ontario Clean Water Agency",2
"University of Toronto","Jerol Technologies Inc.",1
"University of Toronto","Canadian Food Inspection Agency",4
"University of Toronto","Royal Ontario Museum",8
"University of Toronto","Bubble Technology Industries Inc.",2
"University of Toronto","Real Tech Inc",2
"University of Toronto","Montreal General Hospital",72
"University of Toronto","Arizona State University",72
"University of Toronto","UniversitÃ du QuÃbec en Outaouais",73
"University of Toronto","Morgan Solar Inc.",1
"University of Toronto","St. Paul's Hospital",5
"University of Toronto","St. Francis Xavier University",15
"University of Toronto","Urban Systems Ltd",1
"University of Toronto","Canada Centre for Remote Sensing",6
"University of Toronto","RFind Systems Inc.",1
"University of Toronto","Toronto Community Foundation",1
"University of Toronto","Kimberley's Own",1
"University of Toronto","Labtech International Inc.",1
"University of Toronto","Bordin Racing Inc.",1
"University of Toronto","VHA Home HealthCare",1
"University of Toronto","Toronto Rehab",1
"University of Toronto","BiteBank Websites Inc.",1
"University of Toronto","Incite Performance Management Inc.",1
"University of Toronto","Miles Nadal Jewish Community Centre",1
"University of Toronto","The CarePost Group",1
"University of Toronto","Health Fit Services",1
"University of Toronto","Embrace Foods",1
"University of Toronto","Square Snacks Inc.",1
"University of Toronto","SensiMAT Systems Inc.",1
"University of Toronto","DruMeBa Inc.",1
"University of Toronto","Live Well with Parkinson's Disease Inc.",1
"University of Toronto","Good Robot",1
"University of Toronto","SGS CANADA INC.",1
"University of Toronto","Supportive Hearing Systems Inc.",1
"University of Toronto","Arjae Spectral Enterprises Ltd",1
"University of Toronto","Whin Proprietary Custom Formulas Corp",1
"University of Toronto","Geomatrix Consultants and Engineers Inc.",2
"University of Toronto","Linde Canada Ltd",2
"University of Toronto","Viafoura Inc.",1
"University of Toronto","QPS Photronics Inc.",1
"University of Toronto","Qijuk Design Innovations Inc.",1
"University of Toronto","Automotive Fuel Cell Cooperation",2
"University of Toronto","Applied Nanotools Inc.",1
"University of Toronto","EXFO Electro-Optical Engineering",1
"University of Toronto","Bekaert Corporation",1
"University of Toronto","Fuseforward International Inc.",1
"University of Toronto","Elementa Group Inc.",3
"University of Toronto","CDRD Ventures Inc.",1
"University of Toronto","Centre for Drug Research and Development",1
"University of Toronto","SADIA Security Solutions International Inc",1
"University of Toronto","Remotronic",1
"University of Toronto","Intelligent Imaging Systems Inc.",1
"University of Toronto","Bitfence",1
"University of Toronto","Conf. rÃgionale des Ãlus de l'Outaouais",1
"University of Toronto","Commission des ressources naturelles et du Territoire des Laurentides",1
"University of Toronto","ConfÃrence rÃgionale des Ãtus de l'Outaouais",1
"University of Toronto","ConfÃrence rÃgionale des Ãlus de LanaudiÃre",1
"University of Toronto","Datatrends Research Corp.",1
"University of Toronto","Consortium for Research and Innovation in Aerospace in Quebec",4
"University of Toronto","Hydrogenics Corporation",1
"University of Toronto","H2Flow Equipment Inc.",1
"University of Toronto","J.D. Irving Ltd",6
"University of Toronto","Oncozyme pharma inc.",1
"University of Toronto","OMESH Networks Inc.",1
"University of Toronto","Teledyne Dalsa",3
"University of Toronto","QImaging",3
"University of Toronto","Cosma International (Canada)",1
"University of Toronto","Xiris Automation Inc.",1
"University of Toronto","Intrafinity Inc.",1
"University of Toronto","NexJ Systems Inc.",2
"University of Toronto","Mindspeed Technologies Canada Inc.",1
"University of Toronto","ZBx Corporation",1
"University of Toronto","Laserglow Technologies",3
"University of Toronto","MyVoice Inc.",3
"University of Toronto","Google Canada",3
"University of Toronto","Medical Research Council",14
"University of Toronto","Foothills Hospital",14
"University of Toronto","Loeb Health Research Institute",14
"University of Toronto","West Kootenay Herb Growers Cooperative",2
"University of Toronto","RetailBridge, Inc.",1
"University of Guelph","Desire2Learn Incorporated",1
"University of Guelph","Ontario Ministry of Natural Resources",42
"University of Guelph","Forest Ecosystem Science Co-operative Inc.",15
"University of Guelph","University of Guelph",845
"University of Guelph","Domtar Inc.",14
"University of Guelph","Dairy Farmers of Ontario",33
"University of Guelph","Kraft Canada Inc.",3
"University of Guelph","Memorial University of Newfoundland",216
"University of Guelph","Huntsman Marine Science Centre",3
"University of Guelph","UniversitÃ du QuÃbec â¡ Chicoutimi",3
"University of Guelph","McGill University",439
"University of Guelph","UniversitÃ Laval",312
"University of Guelph","Fisheries and Oceans Canada",167
"University of Guelph","UniversitÃ du QuÃbec â¡ Rimouski",87
"University of Guelph","Simon Fraser University",265
"University of Guelph","Mount Allison University",4
"University of Guelph","University of Prince Edward Island",89
"University of Guelph","ArcticNet Inc.",3
"University of Guelph","University of New Brunswick",344
"University of Guelph","UniversitÃ de MontrÃal",338
"University of Guelph","Canadian Dairy Network",51
"University of Guelph","University of Windsor",306
"University of Guelph","Algoma University",1
"University of Guelph","Grain Farmers of Ontario",9
"University of Guelph","Social Sciences and Humanities Research Council",29
"University of Guelph","University of Lethbridge",49
"University of Guelph","Acadia University",48
"University of Guelph","â¦cole Polytechnique de MontrÃal",269
"University of Guelph","Royal Military College of Canada",63
"University of Guelph","Institut national de la recherche scientifique",44
"University of Guelph","Brock University",97
"University of Guelph","Saskatchewan Chicken Industry Development Fund",6
"University of Guelph","Poultry Industry Council",14
"University of Guelph","Cedarlane Laboratories Ltd",4
"University of Guelph","Lyndon Fish Hatcheries Inc.",9
"University of Guelph","Mainstream Canada",2
"University of Guelph","Tri-Gen Fish Improvement Ltd",2
"University of Guelph","Lallemand Inc.",10
"University of Guelph","Canadian Poultry Research Council",13
"University of Guelph","NIMTech Incorporated",1
"University of Guelph","Lotek Wireless Inc.",9
"University of Guelph","Weyerhaeuser Company Ltd",9
"University of Guelph","Tembec Inc.",24
"University of Guelph","Grober",1
"University of Guelph","UniversitÃ de Moncton",45
"University of Guelph","Saint Mary's University",54
"University of Guelph","World Wildlife Fund Canada",15
"University of Guelph","Ontario Commercial Fisheries' Association",15
"University of Guelph","Institut de recherche sur les zones cÃtiÃres inc.",15
"University of Guelph","Fish, Food & Allied Workers Union",15
"University of Guelph","Ass des pÃcheurs des ile-de-la-Madeleine",15
"University of Guelph","West Coast Trollers Association",15
"University of Guelph","VÃnin Canada Ltd",15
"University of Guelph","Department of Fisheries and Aquaculture",15
"University of Guelph","Homarus Inc",15
"University of Guelph","Area A Crab Association",15
"University of Guelph","British Columbia Dogfish Hook & Line Industry Association",15
"University of Guelph","Great Lake Fisheries Commission",15
"University of Guelph","GCIFA",15
