2020-12-20 06:17:33 [scrapy.utils.log] INFO: Scrapy 2.1.0 started (bot: scrapybot)
2020-12-20 06:17:33 [scrapy.utils.log] INFO: Versions: lxml 4.4.2.0, libxml2 2.9.4, cssselect 1.1.0, parsel 1.6.0, w3lib 1.21.0, Twisted 20.3.0, Python 3.8.0 (default, Feb 15 2020, 19:28:08) - [Clang 11.0.0 (clang-1100.0.33.17)], pyOpenSSL 19.1.0 (OpenSSL 1.1.1g  21 Apr 2020), cryptography 2.9.2, Platform macOS-10.16-x86_64-i386-64bit
2020-12-20 06:17:33 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.selectreactor.SelectReactor
2020-12-20 06:17:35 [scrapy.crawler] INFO: Overridden settings:
{'DOWNLOAD_DELAY': '0.05',
 'LOG_FILE': 'log_2020-12-20.txt',
 'USER_AGENT': 'Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:67.0) '
               'Gecko/20100101 Firefox/67.0'}
2020-12-20 06:17:35 [scrapy.extensions.telnet] INFO: Telnet Password: 7c6494c53dc0b4bf
2020-12-20 06:17:35 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2020-12-20 06:17:35 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2020-12-20 06:17:35 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2020-12-20 06:17:35 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2020-12-20 06:17:35 [scrapy.core.engine] INFO: Spider opened
2020-12-20 06:17:35 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2020-12-20 06:17:35 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2020-12-20 06:17:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=47> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=1)
2020-12-20 06:17:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=North%20Coast&page=69> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=North%20Coast&page=1)
2020-12-20 06:17:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=2> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=57> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=56> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=42> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=43> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=41> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=39> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=40> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=38> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=37> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=36> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=35> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=34> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=33> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=32> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=31> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=30> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=28> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=29> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=27> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=26> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=25> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=24> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=23> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=22> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=21> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=20> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=19> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=18> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=17> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=16> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=14> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=15> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=12> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=13> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=11> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=10> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=9> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=8> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=7> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=6> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=5> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=3> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=2> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=4> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=South%20Coast&page=1)
2020-12-20 06:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=54> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=55> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=53> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=52> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=51> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=50> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=49> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=48> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=47> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=46> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=45> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=44> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=43> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=42> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=40> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=41> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
2020-12-20 06:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=39> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Lake%20County&page=1)
