2022-05-05 04:18:02 [scrapy.utils.log] INFO: Scrapy 2.6.1 started (bot: scrapybot)
2022-05-05 04:18:02 [scrapy.utils.log] INFO: Versions: lxml 4.6.4.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 22.2.0, Python 3.9.10 (main, Jan 15 2022, 11:48:04) - [Clang 13.0.0 (clang-1300.0.29.3)], pyOpenSSL 21.0.0 (OpenSSL 1.1.1l  24 Aug 2021), cryptography 36.0.0, Platform macOS-12.3.1-x86_64-i386-64bit
2022-05-05 04:18:05 [scrapy.crawler] INFO: Overridden settings:
{'DOWNLOAD_DELAY': '0.05',
 'LOG_FILE': 'log_2022-05-05.txt',
 'USER_AGENT': 'Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:67.0) '
               'Gecko/20100101 Firefox/67.0'}
2022-05-05 04:18:05 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.selectreactor.SelectReactor
2022-05-05 04:18:05 [scrapy.extensions.telnet] INFO: Telnet Password: 3e61047fe50e31ae
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2022-05-05 04:18:05 [scrapy.core.engine] INFO: Spider opened
2022-05-05 04:18:05 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2022-05-05 04:18:05 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to acquire lock 4390513584 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390513584 acquired on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to acquire lock 4390563744 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390563744 acquired on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to release lock 4390563744 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390563744 released on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to release lock 4390513584 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390513584 released on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=420> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=1)
2022-05-05 04:18:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=473> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=1)
2022-05-05 04:18:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=North%20Coast&page=2> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=North%20Coast&page=1)
2022-05-05 04:18:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=421> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Sierra%20Foothills&page=1)
2022-05-05 04:18:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=North%20Coast&page=111> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=North%20Coast&page=1)
2022-05-05 04:18:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=2017> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=2016> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=2667> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=2772> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=2089> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=2918> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=3434> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:13 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=3644> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:14 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5168> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:14 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5167> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:14 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5166> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5161> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5164> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5162> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5165> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5163> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5159> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5160> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:15 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5158> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5157> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5156> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5153> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5154> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5155> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5152> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5150> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:16 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5151> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:17 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5149> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:17 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5148> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5145> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5147> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5144> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5146> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5143> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5142> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5141> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:18 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5140> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:19 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5139> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:19 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5138> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:19 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5136> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:19 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5137> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:19 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5135> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:20 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5134> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:20 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5133> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
